,Rank,Artist,Song,Year,Artist_ID
277,19,Bing Crosby & The Andrews Sisters,Ac-cent-tchu-ate the Positive,1945,19bdhxSxc6383pyuqm7InR
278,20,The Pied Pipers,Dream,1945,5o8E07TcYqIefZpDejymAd
279,21,Bing Crosby,"On the Atchison, Topeka & the Santa Fe",1945,6ZjFtWeHP9XN7FeKSUe80S
280,22,Spike Jones,Cocktails For Two,1945,117YLv0bvUKDzQgaHwTF7b
281,23,Billie Holiday,"Lover Man (Oh, Where Can You Be?)",1945,1YzCsTRb22dQkh9lghPIrp
282,24,Bing Crosby,A Friend of Yours,1945,6ZjFtWeHP9XN7FeKSUe80S
283,25,Frank Sinatra,A Friend of Yours,1945,1Mxqyy3pSjf8kZZL4QVxS0
284,26,Woody Herman,Laura,1945,2KSxJY1WxGGVYSmoM0N54P
285,27,Dick Haymes,It Might as Well Be Spring,1945,3BiJGZsyX9sJchTqcSA7Su
286,28,Helen Forrest & Dick Haymes,I'll Buy That Dream,1945,5SguMzNsojVk03s64Ggzad
287,29,Perry Como,If I Loved You,1945,5v8jlSmAQfrkTjAlpUfWtu
288,30,Tommy Dorsey,Opus One,1945,4WoGga7UeRcmjD4ufif4nG
289,31,Nelson Goncalves,Maria Bethania,1945,2wi99swSP87YaFjVOI3zGJ
290,32,Bing Crosby,"Amor, Amor",1945,6ZjFtWeHP9XN7FeKSUe80S
291,33,Louis Prima,Angelina,1945,52lBOxCxbJg0ttXEW9CQpW
292,34,Benny Goodman,Gotta Be This Or That,1945,1pBuKaLHJlIlqYxQQaflve
293,35,Big Maceo Merriweather,Chicago Breakdown,1945,6MaCG0Ef8DahWf6Mn0Ikve
294,36,Frank Sinatra,Try a Little Tenderness,1945,1Mxqyy3pSjf8kZZL4QVxS0
295,37,Dick Haymes,Love Letters,1945,3BiJGZsyX9sJchTqcSA7Su
296,38,Dizzy Gillespie,Groovin' High,1945,5RzjqfPS0Bu4bUMkyNNDpn
297,39,Perry Como,I'm Gonna Love That Gal,1945,5v8jlSmAQfrkTjAlpUfWtu
298,40,Bing Crosby,You Belong To My Heart,1945,6ZjFtWeHP9XN7FeKSUe80S
299,41,Frank Sinatra,Dream (When You're Feeling Blue),1945,1Mxqyy3pSjf8kZZL4QVxS0
300,42,Louis Prima,Bell Bottom Trousers,1945,52lBOxCxbJg0ttXEW9CQpW
301,43,Dick Haymes,Laura,1945,3BiJGZsyX9sJchTqcSA7Su
302,44,Lucky Millinder,Who Threw the Whiskey in the Well,1945,4tdVYQWfsBth04tc1mmQ23
303,45,Dorival Caymmi,Peguei Um Ita no Norte,1945,7zsxdMsODmHKTbTB00t9wS
304,46,Stan Kenton,Tampico,1945,27hSR8e34ZM5vj5fUFixyb
305,47,Frank Sinatra,Saturday Night (Is the Loneliest Night),1945,1Mxqyy3pSjf8kZZL4QVxS0
306,48,Russ Morgan,There Goes That Song Again,1945,2yvPlnxRWTogtl4YdUSaIO
307,49,Charlie Parker,Billie's Bounce,1945,4Ww5mwS7BWYjoZTUIrMHfC
308,50,Dick Thomas,Sioux City Sue,1945,3xGTtyXw7MIJzR7m0NGgUJ
309,51,Frankie Carle,A Little On The Lonely Side,1945,40SRPccslwLmXEIf9hZUJu
310,52,Tex Ritter,You Two Timed Me Once Too Often,1945,0m7gTbaLi5fM22MiRaRf7G
311,53,Tex Ritter,You Will Have to Pay,1945,0m7gTbaLi5fM22MiRaRf7G
312,54,Jo Stafford,Symphony,1945,1Jqk46QvzUn7SnwmTGX6Cw
313,55,Tony Pastor & his Orchestra,Bell Bottom Trousers,1945,24IRWfI4CRNsoalq0wVIbx
314,56,Peggy Lee,Waitin' for the Train to Come In,1945,602DnpaSXJB4b9DZrvxbDc
315,57,Joe Liggins,The Honeydripper (Parts 1 & 2),1945,5csKyypxXUXTNBUGuCrsoV
316,58,Anjos do Inferno,Bolinha de Papel,1945,6FOhbY2zC8BeJcpU19tVcv
317,59,Jo Stafford,That's for Me,1945,1Jqk46QvzUn7SnwmTGX6Cw
318,60,Frank Sinatra,I Dream of You,1945,1Mxqyy3pSjf8kZZL4QVxS0
319,61,The Mills Brothers,I Wish,1945,5v8bwWRbu7AI3YFhzoM6Ha
320,62,Dick Haymes,The More I See You,1945,3BiJGZsyX9sJchTqcSA7Su
321,63,Spike Jones,Holiday for strings,1945,117YLv0bvUKDzQgaHwTF7b
322,64,Eddie Heywood,Begin the Beguine,1945,4Up5NIBDcGXsFk2lcsHaNG
323,65,Bing Crosby & The Andrews Sisters,Along the Navajo Trail,1945,19bdhxSxc6383pyuqm7InR
324,66,Coleman Hawkins,Rifftide,1945,0JM134st8VY7Ld9T2wQiH0
325,67,Cyro Monteiro,Boogie-Woogie na Favela,1945,3ImuzY9oU6sRNx0I4gJz98
326,68,Frank Sinatra,You'll Never Walk Alone,1945,1Mxqyy3pSjf8kZZL4QVxS0
328,70,Guy Lombardo,Bell Bottom Trousers,1945,5u5O35ppRJaOpOrU1CeKEW
329,71,Dick Haymes,Till The End of Time,1945,3BiJGZsyX9sJchTqcSA7Su
330,72,Perry Como,Dig You Later (A-hubba Hubba Hubba),1945,5v8jlSmAQfrkTjAlpUfWtu
331,73,Harry James,I'll Buy That Dream,1945,5MpELOfAiq7aIBTij30phD
332,74,Carmen Cavallaro,Chopin's Polonaise,1945,3HdNBBi4kL2kbJUWfp179a
333,75,Woody Herman,Caledonia,1945,2KSxJY1WxGGVYSmoM0N54P
334,76,Hal McIntyre & his Orchestra,Sentimental Journey,1945,369vKuwLRWYh59mwzpCiwJ
335,77,Johnny Long,My Dreams Are Getting Better All the Time,1945,0BD3hFrZiwGdaLpPSbKqg5
336,78,Betty Grable,I Can't Begin to Tell You,1945,7n9rBNFFYHydQrzPXyCySC
337,79,Gilberto Alves,Prece a Lua,1945,3yLymqfGGIJjCHfCSRH96K
338,80,Dizzy Gillespie,Salt Peanuts,1945,5RzjqfPS0Bu4bUMkyNNDpn
339,1,Perry Como,Prisoner Of Love,1946,5v8jlSmAQfrkTjAlpUfWtu
340,2,Eddy Howard,To Each His Own,1946,6Vb8yGTdhnyIbGS5evBxbF
341,3,The Ink Spots,The Gypsy,1946,5bOsFzuJ6QZMr86ezC4oXY
342,4,Frank Sinatra,Five Minutes More,1946,1Mxqyy3pSjf8kZZL4QVxS0
343,5,Frankie Carle,Rumors Are Flying,1946,40SRPccslwLmXEIf9hZUJu
344,6,Frankie Carle,Oh! What It Seemed To Be,1946,40SRPccslwLmXEIf9hZUJu
345,7,Johnny Mercer,Personality,1946,5cBHm2CXrbncYIDzrxF4Vi
346,8,Bing Crosby and The Andrews Sisters,"South America, Take It Away",1946,19bdhxSxc6383pyuqm7InR
347,9,Dinah Shore,The Gypsy,1946,73xrrv4ZrlpLi1q0Q34wiK
348,10,Frank Sinatra,Oh! What It Seemed To Be,1946,1Mxqyy3pSjf8kZZL4QVxS0
349,11,Perry Como,Surrender,1946,5v8jlSmAQfrkTjAlpUfWtu
350,12,Betty Hutton,"Doctor, Lawyer, Indian Chief",1946,4VCyL3xDf8AYZUQRtEF7bp
351,13,Vaughn Monroe,"Let It Snow, Let It Snow, Let It Snow",1946,5TD3Mad384osX9K8DLkx7L
352,14,Freddy Martin,To Each His Own,1946,2OEK1q1OHoeR0Dc3WUgeIc
353,15,Kay Kyser,Ol' Buttermilk Sky,1946,23NUp4EWSmMANtTosuwrGS
354,16,The Ink Spots,To Each His Own,1946,5bOsFzuJ6QZMr86ezC4oXY
355,17,Freddy Martin,Symphony,1946,2OEK1q1OHoeR0Dc3WUgeIc
356,18,Sammy Kaye,The Old Lamplighter,1946,54LBMS0P9mMkhfxsp73k1D
357,19,Bing Crosby and Carmen Cavallaro,I Can't Begin To Tell You,1946,6ZjFtWeHP9XN7FeKSUe80S
358,20,Sammy Kaye,I'm A Big Girl Now,1946,54LBMS0P9mMkhfxsp73k1D
359,21,Bing Crosby,Symphony,1946,6ZjFtWeHP9XN7FeKSUe80S
360,22,Dinah Shore,Doin' What Comes Natur'lly,1946,73xrrv4ZrlpLi1q0Q34wiK
361,23,Sammy Kaye,The Gypsy,1946,54LBMS0P9mMkhfxsp73k1D
362,24,Dinah Shore,Laughing On The Outside Crying On The Inside,1946,73xrrv4ZrlpLi1q0Q34wiK
363,25,Tex Beneke and The Glenn Miller Orchestra,Five Minutes More,1946,7e9843xr17L5hRYAti3dtG
364,26,Andy Russell,Laughing On The Outside Crying On The Inside,1946,6JKxueSeUG9wSPzBulw3C5
365,27,Perry Como,They Say It's Wonderful,1946,5v8jlSmAQfrkTjAlpUfWtu
366,28,Tex Beneke and The Glenn Miller Orchestra,Hey! Ba-Ba-Re-Bop,1946,7e9843xr17L5hRYAti3dtG
367,29,Tony Martin,To Each His Own,1946,0EFbbYqV2BDlRwk7A1SGtb
368,30,Les Brown,You Won't Be Satisfied Until You Break My Heart,1946,1NcsSDCxHOZrAfYVtrahND
369,31,Benny Goodman,Symphony,1946,1pBuKaLHJlIlqYxQQaflve
370,32,Charlie Spivak,Oh! What It Seemed To Be,1946,2afmt006cSGq0G3kA4u8je
371,33,Freddy Martin,Doin' What Comes Natur'lly,1946,2OEK1q1OHoeR0Dc3WUgeIc
372,34,Kay Kyser,The Old Lamplighter,1946,23NUp4EWSmMANtTosuwrGS
373,35,Dick Haymes and Helen Forrest,Oh! What It Seemed To Be,1946,3BiJGZsyX9sJchTqcSA7Su
374,36,Andrews Sisters and Les Paul Trio,Rumors Are Flying,1946,2NCGI6dLTxLdI9XHdv7QfM
375,37,Perry Como,Dig You Later A Hubba-Hubba-Hubba,1946,5v8jlSmAQfrkTjAlpUfWtu
376,38,Jo Stafford,Symphony,1946,1Jqk46QvzUn7SnwmTGX6Cw
377,39,Modernaires and Paula Kelly,To Each His Own,1946,7jf3hQw0MqgwKI7CWNbfus
378,40,Bing Crosby,Sioux City Sue,1946,6ZjFtWeHP9XN7FeKSUe80S
379,41,The King Cole Trio,I Love You For Sentimental Reasons,1946,3DgcAR84YRU3Xcy4zrjb6b
380,42,Guy Lombardo,"Managua, Nicaragua",1946,5u5O35ppRJaOpOrU1CeKEW
381,43,Vaughn Monroe,How Soon,1946,5TD3Mad384osX9K8DLkx7L
382,44,Bing Crosby,The Whiffenpoof Song,1946,6ZjFtWeHP9XN7FeKSUe80S
383,45,Dusty Fletcher,"Open The Door, Richard",1946,2tJJjIQvL5IamXbFKMiady
384,46,Eddy Howard,I Love You For Sentimental Reasons,1946,6Vb8yGTdhnyIbGS5evBxbF
385,47,Peggy Lee,Golden Earrings,1946,602DnpaSXJB4b9DZrvxbDc
386,48,Kay Kyser,Ol' Buttermilk Sky,1946,23NUp4EWSmMANtTosuwrGS
387,1,Francis Craig,Near You,1947,0BHSRjpAcuUX9ZQNjlNi5i
388,2,The Harmonicats,Peg O' My Heart,1947,4dpJGBHgPfixmn4yg8XWOt
389,3,Ted Weems,Heartaches,1947,0n4QgzHQANi25NTKG3jOo3
390,4,Ray Noble and Buddy Clark,Linda,1947,6u5MW3QnHHBZ8FwzHq12DD
391,5,Tex Williams,"Smoke, Smoke, Smoke That Cigarette",1947,7DCIJOYaG1Yj8uVlR4QGlu
392,6,Vaughn Monroe,I Wish I Didn't Love You So,1947,5TD3Mad384osX9K8DLkx7L
393,7,The Three Suns,Peg O' My Heart,1947,6SOQrmfK6SFNQgl1krQrNc
394,8,Al Jolson,Anniversary Song,1947,197mLk2Z62k4tvGxDL1pOa
395,9,Larry Green,Near You,1947,0C6gbENfJ9T2mWD1zEWqUl
396,10,Sammy Kaye,That's My Desire,1947,54LBMS0P9mMkhfxsp73k1D
397,11,Vaughn Monroe,Ballerina,1947,5TD3Mad384osX9K8DLkx7L
398,12,Art Lund,Mam'selle,1947,4JHmMsN2Teueurk7xPb0Qa
399,13,Freddy Martin,"Managua, Nicaragua",1947,2OEK1q1OHoeR0Dc3WUgeIc
400,14,Perry Como,Chi-Baba Chi-Baba,1947,5v8jlSmAQfrkTjAlpUfWtu
401,15,Red Ingle and Jo Stafford,Temptation (Tim-tayshun),1947,6aBVycv6odHnBGzXRViPtS
402,16,Ted Weems and Perry Como,I Wonder Who's Kissing Her Now,1947,0n4QgzHQANi25NTKG3jOo3
403,17,The Andrews Sisters,Near You,1947,2NCGI6dLTxLdI9XHdv7QfM
404,18,Sammy Kaye,The Old Lamplighter,1947,54LBMS0P9mMkhfxsp73k1D
405,19,Perry Como,When You Were Sweet Sixteen,1947,5v8jlSmAQfrkTjAlpUfWtu
406,20,Jack Owens,How Soon,1947,57mD2xpKgNANtlCSwNDQn5
407,21,Arthur Godfrey,Too Fat Polka,1947,2qh0WzH1j0QXhPrYriCNPU
408,22,Eddy Howard,"I Wonder, I Wonder, I Wonder",1947,6Vb8yGTdhnyIbGS5evBxbF
409,23,Eddy Howard,My Adobe Hacienda,1947,6Vb8yGTdhnyIbGS5evBxbF
410,24,Hoagy Carmichael,Huggin' And Chalkin',1947,7j8I1aIBA9Z9bMy7mTwWKk
411,25,Hoagy Carmichael,Ole Buttermilk Sky,1947,7j8I1aIBA9Z9bMy7mTwWKk
412,26,The King Cole Trio,I Love You For Sentimental Reasons,1947,3DgcAR84YRU3Xcy4zrjb6b
413,27,Dick Haymes,Mam'selle,1947,3BiJGZsyX9sJchTqcSA7Su
414,28,Vaughn Monroe,You Do,1947,5TD3Mad384osX9K8DLkx7L
415,29,Guy Lombardo,Anniversary Song,1947,5u5O35ppRJaOpOrU1CeKEW
416,30,Bing Crosby,White Christmas,1947,6ZjFtWeHP9XN7FeKSUe80S
417,31,Dinah Shore,Anniversary Song,1947,73xrrv4ZrlpLi1q0Q34wiK
418,32,Mills Brothers,Across The Alley From The Alamo,1947,5v8bwWRbu7AI3YFhzoM6Ha
419,33,Andrews Sisters and Danny Kaye,Civilization Bongo Bongo Bongo,1947,2NCGI6dLTxLdI9XHdv7QfM
420,34,Kay Kyser,The Old Lamplighter,1947,23NUp4EWSmMANtTosuwrGS
421,35,Art Lund,Peg O' My Heart,1947,4JHmMsN2Teueurk7xPb0Qa
422,36,Count Basie,"Open The Door, Richard",1947,2jFZlvIea42ZvcCw4OeEdA
423,37,Margaret Whiting,You Do,1947,5ZGDxHhju6eE8ja4IyGe87
424,38,Dorothy Shay,Feudin' And Fightin',1947,5V1futimlARCjwc3bfHqzn
425,39,Charlie Spivak,Linda,1947,2afmt006cSGq0G3kA4u8je
426,40,Guy Lombardo,"Managua, Nicaragua",1947,5u5O35ppRJaOpOrU1CeKEW
427,41,Tex Beneke and The Glenn Miller Orchestra,Anniversary Song,1947,7e9843xr17L5hRYAti3dtG
428,42,Bing Crosby,The Whiffenpoof Song,1947,6ZjFtWeHP9XN7FeKSUe80S
429,43,Vaughn Monroe,How Soon,1947,5TD3Mad384osX9K8DLkx7L
430,44,Dusty Fletcher,"Open The Door, Richard",1947,2tJJjIQvL5IamXbFKMiady
431,45,Eddy Howard,I Love You For Sentimental Reasons,1947,6Vb8yGTdhnyIbGS5evBxbF
432,46,Peggy Lee,Golden Earrings,1947,602DnpaSXJB4b9DZrvxbDc
433,47,Kay Kyser,Ole Buttermilk Sky,1947,23NUp4EWSmMANtTosuwrGS
434,1,Pee Wee Hunt,Twelfth Street Rag,1948,4YosItRGDjwvJjzMPzbwwQ
435,2,Peggy Lee,Manana,1948,602DnpaSXJB4b9DZrvxbDc
436,3,Bing Crosby,Now Is The Hour,1948,6ZjFtWeHP9XN7FeKSUe80S
437,4,Margaret Whiting,A Tree In The Meadow,1948,5ZGDxHhju6eE8ja4IyGe87
438,5,Jon and Sondra Steele,My Happiness,1948,4MoAOfV4ROWofLG3a3hhBN
439,6,Ken Griffin and Jerry Wayne,"You Can't Be True, Dear",1948,4PZxe6dapATpCshnGCeXPF
440,7,Dick Haymes,Little White Lies,1948,3BiJGZsyX9sJchTqcSA7Su
441,8,Al Trace,You Call Everybody Darlin',1948,07Fcg5HLb4DQ6JxYaPh8XF
442,9,The Pied Pipers,My Happiness,1948,5o8E07TcYqIefZpDejymAd
443,10,Art Mooney,I'm Looking Over A Four Leaf Clover,1948,5gR6bjTstGo5L0atrvxKFC
444,11,Doris Day,It's Magic,1948,3ESG6pj6a0LvUKklENalT6
445,12,Gordon Jenkins,Maybe You'll Be There,1948,4DFtmixDoblcLyzmQK0Y2I
446,13,Vaughn Monroe,Ballerina,1948,5TD3Mad384osX9K8DLkx7L
447,14,The King Cole Trio,Nature Boy,1948,3DgcAR84YRU3Xcy4zrjb6b
448,15,Kay Kyser,Woody Woodpecker,1948,23NUp4EWSmMANtTosuwrGS
449,16,Doris Day and Buddy Clark,Love Somebody,1948,3ESG6pj6a0LvUKklENalT6
450,17,Gracie Fields,Now Is The Hour,1948,3Ld1hAQ5LWFw46Pv8VS5tP
451,18,Francis Craig,Beg Your Pardon,1948,0BHSRjpAcuUX9ZQNjlNi5i
452,19,Ken Griffin,"You Can't Be True, Dear",1948,4PZxe6dapATpCshnGCeXPF
453,20,The Andrews Sisters,Toolie Oolie Doolie,1948,2NCGI6dLTxLdI9XHdv7QfM
454,21,Dinah Shore,Buttons & Bows,1948,73xrrv4ZrlpLi1q0Q34wiK
455,22,Peggy Lee,Golden Earrings,1948,602DnpaSXJB4b9DZrvxbDc
456,23,Art Mooney,Baby Face,1948,5gR6bjTstGo5L0atrvxKFC
457,24,Arthur Godfrey,Too Fat Polka,1948,2qh0WzH1j0QXhPrYriCNPU
458,25,Ella Fitzgerald,My Happiness,1948,5V0MlUE1Bft0mbLlND7FJz
459,26,Perry Como,Because,1948,5v8jlSmAQfrkTjAlpUfWtu
460,27,Sammy Kaye,Serenade Of The Bells,1948,54LBMS0P9mMkhfxsp73k1D
461,28,Tommy Dorsey,Until,1948,4WoGga7UeRcmjD4ufif4nG
462,29,Spike Jones,William Tell Overture,1948,117YLv0bvUKDzQgaHwTF7b
463,30,Frankie Carle,Beg Your Pardon,1948,40SRPccslwLmXEIf9hZUJu
464,31,Tex Beneke,St. Louis Blues March,1948,7e9843xr17L5hRYAti3dtG
465,32,Primo Scala,Underneath The Arches,1948,72WMCtsyuY3J0n63tXnUqD
466,33,Kay Kyser,On a Slow Boat to China,1948,23NUp4EWSmMANtTosuwrGS
467,34,Sportsmen and Mel Blanc,Woody Woodpecker,1948,1qomVtDkqYA544ZZy9mgyK
468,35,Ray Noble,I'll Dance at Your Wedding,1948,6u5MW3QnHHBZ8FwzHq12DD
469,36,Freddy Martin,The Dickey-Bird Song,1948,2OEK1q1OHoeR0Dc3WUgeIc
470,37,Russ Morgan and Milt Herth,I'm Looking Over A Four Leaf Clover,1948,2yvPlnxRWTogtl4YdUSaIO
471,38,Vaughn Monroe,How Soon,1948,5TD3Mad384osX9K8DLkx7L
472,39,Jo Stafford,Serenade Of The Bells,1948,1Jqk46QvzUn7SnwmTGX6Cw
473,1,Vaughn Monroe,Riders In The Sky,1949,5TD3Mad384osX9K8DLkx7L
474,2,Frankie Laine,That Lucky Old Sun,1949,3cgO5CdhEHKMxldjZlP5ix
475,3,Vic Damone,You're Breaking My Heart,1949,4seoDLqmOLUf59y72WJP7g
476,4,Perry Como,Some Enchanted Evening,1949,5v8jlSmAQfrkTjAlpUfWtu
477,5,Jimmy Wakely and Margaret Whiting,Slipping Around,1949,1bkPltv18ZrFr2IhEdIae5
478,6,The Andrews Sisters and Gordon Jenkins,"I Can Dream, Can't I",1949,2NCGI6dLTxLdI9XHdv7QfM
479,7,Russ Morgan,Cruising Down the River,1949,2yvPlnxRWTogtl4YdUSaIO
480,8,Evelyn Knight,A Little Bird Told Me,1949,6p4aQyQz1JHnc4sLdTjgv7
481,9,Frankie Laine,Mule Train,1949,3cgO5CdhEHKMxldjZlP5ix
482,10,Al Morgan,Jealous Heart,1949,5IUL14NrZxlfsLIRzaK0rz
484,12,Vaughn Monroe,Someday,1949,5TD3Mad384osX9K8DLkx7L
485,13,Gordon Jenkins,Again,1949,4DFtmixDoblcLyzmQK0Y2I
486,14,Russ Morgan,Forever & Ever,1949,2yvPlnxRWTogtl4YdUSaIO
487,15,Perry Como,Forever & Ever,1949,5v8jlSmAQfrkTjAlpUfWtu
488,16,Gordon Jenkins,"Don't Cry, Joe",1949,4DFtmixDoblcLyzmQK0Y2I
489,17,Sammy Kaye,Room Full Of Roses,1949,54LBMS0P9mMkhfxsp73k1D
490,18,Bing Crosby,Far Away Places,1949,6ZjFtWeHP9XN7FeKSUe80S
491,19,Dinah Shore,Buttons & Bows,1949,73xrrv4ZrlpLi1q0Q34wiK
492,20,Bing Crosby,Galway Bay,1949,6ZjFtWeHP9XN7FeKSUe80S
493,21,Vaughn Monroe,Red Roses For A Blue Lady,1949,5TD3Mad384osX9K8DLkx7L
494,22,Russ Morgan,So Tired,1949,2yvPlnxRWTogtl4YdUSaIO
495,23,Evelyn Knight,Powder Your Face With Sunshine,1949,6p4aQyQz1JHnc4sLdTjgv7
496,24,Johnny Mercer and Margaret Whiting,"Baby, It's Cold Outside",1949,6zQXNmwoUEHBRyvuAqZnk9
497,25,Jo Stafford and Gordon MacRae,Whispering Hope,1949,7wxjTTSU2XIx8VMWd2Dz0J
498,26,Sammy Kaye,Careless Hands,1949,54LBMS0P9mMkhfxsp73k1D
499,27,Perry Como and The Fontane Sisters,A' You're Adorable,1949,5v8jlSmAQfrkTjAlpUfWtu
500,28,Dick Haymes,Maybe It's Because,1949,3BiJGZsyX9sJchTqcSA7Su
501,29,Tommy Dorsey and Charlie Shavers,The Hucklebuck,1949,4WoGga7UeRcmjD4ufif4nG
502,30,Gordon Jenkins,I Don't See Me In Your Eyes Any More,1949,4DFtmixDoblcLyzmQK0Y2I
503,1,Gordon Jenkins and The Weavers,Goodnight Irene,1950,4DFtmixDoblcLyzmQK0Y2I
504,2,Nat King Cole,Mona Lisa,1950,7v4imS0moSyGdXyLgVTIV7
505,3,Anton Karas,Third Man Theme,1950,1N6hAy84Nd6KdUhr4BjXWS
506,4,Gary and Bing Crosby,Sam's Song,1950,4gOH8957Pz2ApZXKg1Iz0m
507,5,Gary and Bing Crosby,Simple Melody,1950,4gOH8957Pz2ApZXKg1Iz0m
508,6,Teresa Brewer,"Music, Music, Music",1950,2mPL4g4v9DS55zi6QctLbP
509,7,Guy Lombardo,Third Man Theme,1950,5u5O35ppRJaOpOrU1CeKEW
510,8,Red Foley,Chattanoogie Shoe Shine Boy,1950,56tggwKsz5OqCDf1i0Str9
511,9,Sammy Kaye,Harbor Lights,1950,54LBMS0P9mMkhfxsp73k1D
512,10,Sammy Kaye and Don Cornell,It Isn't Fair,1950,2fBKBSsXF8B4vOf21RnwDy
513,11,Eileen Barton,If I Knew You Were Coming I'd've Baked A Cake,1950,1illUSH6N5soc068Yerppx
514,12,Kay Starr,Bonaparte's Retreat,1950,7rpf45DdbpweG51Acze45i
515,13,Gordon Jenkins and The Weavers,"Tzena, Tzena, Tzena",1950,4DFtmixDoblcLyzmQK0Y2I
516,14,Tony Martin,There's No Tomorrow,1950,0EFbbYqV2BDlRwk7A1SGtb
517,15,Phil Harris,The Thing,1950,2ISMfPtVzHc9jDDVPUEHDa
518,16,Ames Brothers,Sentimental Me,1950,4oXaAEofJFedGweFqy5qiv
519,17,Andrews Sisters and Gordon Jenkins,I Wanna Be Loved,1950,2NCGI6dLTxLdI9XHdv7QfM
520,18,Patti Page,Tennessee Waltz,1950,4nZN9kln8toEzOifhWG2uF
521,19,Andrews Sisters and Gordon Jenkins,"I Can Dream, Can't I",1950,2NCGI6dLTxLdI9XHdv7QfM
522,20,Tennessee Ernie Ford and Kay Starr,I'll Never Be Free,1950,5P9aYCPyNMa58ZcMW55GNs
523,21,Patti Page,All My Love,1950,4nZN9kln8toEzOifhWG2uF
524,22,Gordon Jenkins,My Foolish Heart,1950,4DFtmixDoblcLyzmQK0Y2I
525,23,Ames Brothers,Rag Mop,1950,4oXaAEofJFedGweFqy5qiv
526,24,Bill Snyder,Bewitched,1950,6l0TvxmAlrrZie0Ahvp7mD
527,25,Perry Como,Hoop-Dee-Doo,1950,5v8jlSmAQfrkTjAlpUfWtu
528,26,Gordon Jenkins,Bewitched,1950,4DFtmixDoblcLyzmQK0Y2I
529,27,Ames Brothers,Can Anyone Explain?,1950,4oXaAEofJFedGweFqy5qiv
530,28,Billy Eckstine,My Foolish Heart,1950,6htazaFMy8zs0f3sMtM2Pt
531,29,Bing Crosby,Dear Hearts And Gentle People,1950,6ZjFtWeHP9XN7FeKSUe80S
532,30,Frankie Laine,Cry Of The Wild Goose,1950,3cgO5CdhEHKMxldjZlP5ix
533,1,Nat King Cole,Too Young,1951,7v4imS0moSyGdXyLgVTIV7
534,2,Tony Bennett,Because Of You,1951,2lolQgalUvZDfp5vvVtTYV
535,3,Les Paul and Mary Ford,How High The Moon,1951,6yEEsr3AiZ2BZqtyyOmPM6
536,4,Rosemary Clooney,Come On-a My House,1951,0NkyXWGxE3WTFixDSJ39PK
537,5,Mario Lanza,Be My Love,1951,6umNMJq7B8UdOVmwPV6PRL
538,6,Weavers,On Top Of Old Smoky,1951,4E5eAkpbJLO40r8fWNWm6X
539,7,Tony Bennett,"Cold, Cold Heart",1951,2lolQgalUvZDfp5vvVtTYV
540,8,Perry Como,If,1951,5v8jlSmAQfrkTjAlpUfWtu
541,9,Mario Lanza,Loveliest Night Of The Year,1951,6umNMJq7B8UdOVmwPV6PRL
542,10,Patti Page,Tennessee Waltz,1951,4nZN9kln8toEzOifhWG2uF
543,11,Frankie Laine,Jezebel,1951,3cgO5CdhEHKMxldjZlP5ix
544,12,Tony Martin,I Get Ideas,1951,0EFbbYqV2BDlRwk7A1SGtb
545,13,Les Paul and Mary Ford,Mockin' Bird Hill,1951,6yEEsr3AiZ2BZqtyyOmPM6
546,14,Patti Page,Mockin' Bird Hill,1951,4nZN9kln8toEzOifhWG2uF
547,15,Guy Mitchell and Mitch Miller,My Heart Cries For You,1951,3v1JmQriOlUr12bjGX7TJX
548,16,Eddy Howard,(It's No) Sin,1951,6Vb8yGTdhnyIbGS5evBxbF
549,17,Vaughn Monroe,Sound Off,1951,5TD3Mad384osX9K8DLkx7L
550,18,Dinah Shore,Sweet Violets,1951,73xrrv4ZrlpLi1q0Q34wiK
551,19,Les Paul and Mary Ford,The World Is Waiting For The Sunrise,1951,6yEEsr3AiZ2BZqtyyOmPM6
552,20,Guy Mitchell and Mitch Miller,"My Truly, Truly Fair",1951,3v1JmQriOlUr12bjGX7TJX
553,21,Four Aces and Al Alberta,(It's No) Sin,1951,542GsScaNnc2Ed8yokKLsy
554,22,Debbie Reynolds and Carlton Carpenter,Aba Daba Honeymoon,1951,4Zf0pLGYwNB86Y97kisvkn
555,23,Frankie Laine,"Rose, Rose I Love You",1951,3cgO5CdhEHKMxldjZlP5ix
556,24,Del Wood,Down Yonder,1951,0fXXbr84BqB1owzIFf2oPE
557,25,Billy Eckstine,I Apologize,1951,6htazaFMy8zs0f3sMtM2Pt
558,26,Patti Page,Would I Love You,1951,4nZN9kln8toEzOifhWG2uF
559,27,Perry Como,You're Just In Love,1951,5v8jlSmAQfrkTjAlpUfWtu
560,28,Ames Brothers and Les Brown,Undecided,1951,4oXaAEofJFedGweFqy5qiv
561,29,Phil Harris,The Thing,1951,2ISMfPtVzHc9jDDVPUEHDa
562,30,Les Baxter,Because Of You,1951,35pV6EUbherudlvAftoueR
563,1,Leroy Anderson,Blue Tango,1952,5YhX2onn51M81v4dSZajlX
564,2,Kay Starr,Wheel Of Fortune,1952,7rpf45DdbpweG51Acze45i
565,3,Johnnie Ray,Cry,1952,6SQKNCUKIWjR1pQ1U3PZZq
566,4,Jo Stafford,You Belong To Me,1952,1Jqk46QvzUn7SnwmTGX6Cw
567,5,Vera Lynn,"Auf Wiederseh'n, Sweetheart",1952,2rJkmlVHePMo2gk0InTZRS
